message_id,conversation_id,topic,timestamp,labeler_id,confidence
36570,1,"""Reward Notification""",20250114010538,mistral,1.0
36571,1,"""Reward Notification""",20250114010638,mistral,1.0
36572,2,"""Promotion""",20250114012238,mistral,1.0
36573,2,"""Question""",20250114013026,mistral,1.0
36574,3,"""Promotion""",20250114022238,mistral,1.0
36575,3,"""Promotion""",20250114023026,mistral,1.0
36578,1,"""Cryptocurrency Giveaway""",20250114051733,mistral,1.0
36580,2,"""$PAWS Festivаl Crypto Airdrop""",20250114064659,mistral,1.0
36582,2,"""Confirmation of Bull Run""",20250114092102,mistral,1.0
36583,3,"""Informal Chat""",20250114093558,mistral,1.0
36587,3,"""Confirmation of Announcement""",20250114094036,mistral,1.0
36588,3,"""Anticipation for Announcement""",20250114094206,mistral,1.0
36589,3,"""Speculation about Updates""",20250114100349,mistral,1.0
36590,0,"""Spam Messages""",20250114101101,mistral,1.0
36592,4,"""Cryptocurrency Price Movements""",20250114112840,mistral,1.0
36597,5,"""Developer Services for Hire""",20250114132545,mistral,1.0
36599,1,"""Short Days""",20250114133347,mistral,1.0
36600,1,"""Stock Market Discussion""",20250114133527,mistral,1.0
36602,2,"""Greeting""",20250114142650,mistral,1.0
36603,1,"""Repeated Offer""",20250114143019,mistral,1.0
36611,1,"""Update Request""",20250114181900,mistral,1.0
36613,1,"""Update Time""",20250114182725,mistral,1.0
36615,1,"""Partnerships and project completion status""",20250114183454,mistral,1.0
36616,1,"""Gas refund site name""",20250114184909,mistral,1.0
36617,1,"""Gas refund site name and reimbursement for multi-chain fees""",20250114184913,mistral,1.0
36618,1,"""Reimbursement for multi-chain fees""",20250114184915,mistral,1.0
36619,1,"""Reimbursement for multi-chain fees""",20250114184917,mistral,1.0
36620,2,"""Cere Network x Hyperbridge Integration Update""",20250114185127,mistral,1.0
36621,2,"""Cere Network integration update and announcements later this month""",20250114185343,mistral,1.0
36623,3,"""KekiussBO0K promotion""",20250114185657,mistral,1.0
36626,4,"""Moderator role application""",20250114212347,mistral,1.0
36627,4,"""Promotion for Ethereum coin earning tool""",20250114220201,mistral,1.0
36635,0,"""Spam Messages""",20250115025244,mistral,1.0
36636,1,"""Giveaways & Tokens""",20250115025259,mistral,1.0
36637,1,"""Giveaways & Tokens""",20250115032643,mistral,1.0
36638,2,"""Partnership Opportunities""",20250115043148,mistral,1.0
36639,2,"""Partnership Opportunities""",20250115043230,mistral,1.0
36640,2,"""Partnership Updates""",20250115043604,mistral,1.0
36641,3,"""Promotions & Profits""",20250115060900,mistral,1.0
36642,3,"""Expectations & Anticipation""",20250115060900,mistral,1.0
36644,1,"""Price Defense Strategy""",20250115072601,mistral,1.0
36646,1,"""Volume and Price Discussion""",20250115074713,mistral,1.0
36647,1,"""Idle Conversation""",20250115081634,mistral,1.0
36648,1,"""New Topic""",20250115081658,mistral,1.0
36652,2,"""Request for Participation""",20250115113850,mistral,1.0
36653,2,"""Confirmation of Participation""",20250115114231,mistral,1.0
36654,2,"""Acknowledgement""",20250115114319,mistral,1.0
36655,3,"""Sympathy""",20250115123855,mistral,1.0
36656,3,"""Request for Answer""",20250115131546,mistral,1.0
36657,3,"""Answer to Request""",20250115133251,mistral,1.0
36658,1,"""Discussing skepticism among old holders""",20250115133905,mistral,1.0
36659,1,"""Reaction to previous message about skepticism""",20250115134140,mistral,1.0
36660,2,"""Reminiscing about past events""",20250115134343,mistral,1.0
36661,2,"""Continuation of reminiscence""",20250115134354,mistral,1.0
36662,2,"""Recognizing an old user""",20250115134428,mistral,1.0
36663,3,"""Referring to the original user as a reason for being present""",20250115135737,mistral,1.0
36664,3,"""Confirmation of previous user's reason for being present""",20250115135911,mistral,1.0
