message_id,conversation_id,topic,timestamp,labeler_id,confidence
36570,"""1""","""$PAWS Airdrop Promotion""",20250114000000,mistral,1.0
36571,"""1""","""$PAWS Airdrop Promotion""",20250114000100,mistral,1.0
36572,"""2""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36573,"""2""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36574,"""3""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36575,"""3""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36576,"""4""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36576,"""4""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36569,"""0""","""Spam Messages""",20250114013700,mistral,1.0
36573,"""1""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36571,"""1""","""$PAWS Airdrop Promotion""",20250114000100,mistral,1.0
36570,"""1""","""$PAWS Airdrop Promotion""",20250114000000,mistral,1.0
36574,"""3""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36575,"""3""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36573,"""1""","""$PAWS Airdrop Promotion""",20250114022238,mistral,1.0
36572,"""2""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36576,"""4""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36576,"""4""","""XTON Wheel Bot Command""",20250114023026,mistral,1.0
36569,"""0""","""Spam Messages""",20250114013700,mistral,1.0
36571,"""1""","""$PAWS Airdrop Promotion""",20250114000100,mistral,1.0
36570,"""1""","""$PAWS Airdrop Promotion""",20250114000000,mistral,1.0
"""36578""","""1""","""Token Spin Giveaway""",20250114051733,mistral,1.0
"""36580""","""2""","""$PAWS Festival""",20250114064659,mistral,1.0
"""36582""","""3""","""Confirm Bull Run""",20250114092102,mistral,1.0
"""36583""","""3""","""Froshray""",20250114093558,mistral,1.0
"""36587""","""3""","""Inquiry on Announcement""",20250114094036,mistral,1.0
"""36588""","""3""","""Anticipation of Updates""",20250114094206,mistral,1.0
"""36589""","""3""","""Request for Possible Update""",20250114100349,mistral,1.0
"""36590""","""4""","""Greeting""",20250114112840,mistral,1.0
"""36592""","""5""","""XRP Meme Coins Pumping""",20250114112840,mistral,1.0
"""36597""","""6""","""Developer Services Offered""",20250114132545,mistral,1.0
"""36599""","""1""","""Short Days""",20250114133347,mistral,1.0
"""36600""","""1""","""NSYE Opening Discussion""",20250114133527,mistral,1.0
"""36602""","""2""","""New User Introduction""",20250114142650,mistral,1.0
"""36603""","""1""","""Rejection of Offer""",20250227180604,mistral,1.0
"""36603""","""1""","""Rejection of Offer""",20250227180604,mistral,1.0
"""36611""","""1""","""Update Inquiry""",20250114181900,mistral,1.0
"""36613""","""1""","""Update Announcement""",20250114182725,mistral,1.0
"""36613""","""1""","""Update Announcement""",20250114182725,mistral,1.0
36615,1,"""Project Update & Partnerships""",20250114183454,mistral,1.0
36616,1,"""Cryptocurrency Reimbursement""",20250114184909,mistral,1.0
36617,1,"""Cryptocurrency Reimbursement""",20250114184913,mistral,1.0
36618,1,"""Cryptocurrency Reimbursement""",20250114184915,mistral,1.0
36619,1,"""Cryptocurrency Reimbursement""",20250114184917,mistral,1.0
36620,2,"""Project Update (Cere Network & Hyperbridge)""",20250114185127,mistral,1.0
36621,2,"""Project Update (Cere Network & Hyperbridge)""",20250114185127,mistral,1.0
36623,3,"""Cryptocurrency Promotion (UPC0MlNG)""",20250114185657,mistral,1.0
36626,0,"""Spam Messages""",20250114212347,mistral,1.0
36627,0,"""Spam Messages""",20250114220201,mistral,1.0
"""36630""","""1""","""Giveaway Promotion""",20250114194827,mistral,1.0
"""36631""","""1""","""Giveaway Participation""",20250114202417,mistral,1.0
"""36632""","""1""","""Giveaway Promotion""",20250114210859,mistral,1.0
"""36633""","""1""","""Giveaway Participation""",20250114212753,mistral,1.0
"""36634""","""1""","""Giveaway Promotion""",20250114215904,mistral,1.0
"""36635""","""1""","""Inquiry - Technical Partnership""",20250115025244,mistral,1.0
"""36636""","""2""","""Contact Information Request""",20250115043230,mistral,1.0
"""36637""","""2""","""Anticipation""",20250115043604,mistral,1.0
"""36638""","""3""","""Expression of Interest""",20250115043148,mistral,1.0
"""36639""","""3""","""Contact Information Response""",20250115043230,mistral,1.0
"""36640""","""3""","""Anticipation""",20250115043604,mistral,1.0
"""36641""","""4""","""Promotion - Smart Contract Bot""",20250115060900,mistral,1.0
"""36642""","""4""","""Expression of Interest""",20250115060900,mistral,1.0
"""36644""","""1""","""Defending Price Strategy""",20250115072601,mistral,1.0
"""36646""","""1""","""Volume and Price Analysis""",20250115074713,mistral,1.0
"""36647""","""1""","""N/A""",20250115081634,mistral,1.0
"""36648""","""1""","""Question about the team's strategies""",20250115081658,mistral,1.0
"""36652""","""1""","""Requesting involvement from specific team members""",20250115113850,mistral,1.0
"""36653""","""1""","""Acknowledgement of request""",20250115114231,mistral,1.0
"""36654""","""1""","""Confirmation of acknowledgement""",20250115114319,mistral,1.0
"""36655""","""N/A""","""Expression of thoughts and feelings""",20250115123855,mistral,1.0
"""36656""","""1""","""Request for an answer""",20250115131546,mistral,1.0
"""36657""","""1""","""Answer to request""",20250115133251,mistral,1.0
"""36658""","""1""","""Discussion about boosting skeptical old holders' confidence in crypto market""",20250115133905,mistral,1.0
"""36659""","""1""","""Response to previous message expressing surprise or doubt""",20250115134140,mistral,1.0
"""36660""","""2""","""Nostalgic reflection on past experiences during Covid-19 pandemic""",20250115134343,mistral,1.0
"""36661""","""2""","""Continuation of previous message discussing time passage""",20250115134354,mistral,1.0
"""36662""","""2""","""Recognition and greeting to an old user (Protocol920)""",20250115134428,mistral,1.0
"""36663""","""3""","""Appreciation for a specific user's presence on the platform""",20250115135737,mistral,1.0
"""36664""","""3""","""Agreeing with previous message expressing appreciation for a specific user's presence on the platform""",20250115135911,mistral,1.0
