message_id,conversation_id,topic,timestamp,labeler_id,confidence
36570,"""1""","""$XTONXWHEEL Promotion""",20250114020000,mistral,1.0
36571,"""1""","""$XTONXWHEEL Promotion""",20250114020238,mistral,1.0
36572,"""1""","""$XTONXWHEEL Promotion""",20250114020549,mistral,1.0
36573,"""2""","""RAW Token Giveaway""",20250114021000,mistral,1.0
36574,"""2""","""RAW Token Giveaway""",20250114022238,mistral,1.0
36569,"""3""","""$XTONXWHEEL Promotion""",20250114015500,mistral,1.0
36575,"""3""","""$XTONXWHEEL Promotion""",20250114022238,mistral,1.0
36568,"""4""","""Spam Messages""",20250114014500,mistral,1.0
36576,"""4""","""Spam Messages""",20250114023026,mistral,1.0
36567,"""5""","""RAW Token Giveaway""",20250114014000,mistral,1.0
36566,"""5""","""RAW Token Giveaway""",20250114013838,mistral,1.0
36577,"""6""","""$XTONXWHEEL Promotion""",20250114022500,mistral,1.0
36578,"""6""","""$XTONXWHEEL Promotion""",20250114023026,mistral,1.0
36565,"""7""","""Spam Messages""",20250114013300,mistral,1.0
36579,"""7""","""$XTONXWHEEL Promotion""",20250114023500,mistral,1.0
36578,1,"""TONSPIN Giveaway""",20250114051733,mistral,1.0
36580,2,"""PAWS Festival & Giveaway""",20250114064659,mistral,1.0
36582,3,"""Bull Run Confirmation""",20250114092102,mistral,1.0
36583,3,"""Froshray""",20250114093558,mistral,1.0
36587,4,"""Announcement Delay""",20250114094036,mistral,1.0
36588,4,"""CERE Alt Season""",20250114094206,mistral,1.0
36589,4,"""Update Expectation""",20250114100349,mistral,1.0
36590,5,"""Hallo""",20250114101101,mistral,1.0
36592,6,"""XRP Memes & Pumps""",20250114112840,mistral,1.0
36597,7,"""Developer Services Offered""",20250114132545,mistral,1.0
"""36599""","""1""","""Short Days""",20250114133347,mistral,1.0
"""36600""","""1""","""NSYE Opening Discussion""",20250114133527,mistral,1.0
"""36602""","""2""","""New User Introduction""",20250114142650,mistral,1.0
"""36603""","""2""","""Rejection of Offer""",20250114143300,mistral,1.0
"""36605-36612""","""3""","""Empire_X_NotSoin Airdrop Event""",20250114170811,mistral,1.0
"""36613""","""4""","""Inquiry about Update""",20250114182725,mistral,1.0
"""36615""","""1""","""Project Progress and Partnerships""",20250114183454,mistral,1.0
"""36616""","""1""","""Gas Reimbursement Sites""",20250114184909,mistral,1.0
"""36617""","""1""","""GasReimbursement Site Name""",20250114184913,mistral,1.0
"""36618""","""1""","""Multi-chain Gas Reimbursement""",20250114184915,mistral,1.0
"""36619""","""1""","""Multi-chain Gas Reimbursement Answer""",20250114184917,mistral,1.0
"""36620""","""2""","""Cere Network Integration Update""",20250114185127,mistral,1.0
"""36621""","""2""","""Future Announcements""",20250114185343,mistral,1.0
"""36623""","""3""","""KekiusMaxximus Coin""",20250114185657,mistral,1.0
"""36626""","""4""","""Moderator Role Inquiry""",20250114212347,mistral,1.0
"""36627""","""5""","""Cryptocurrency Automation Tool Advertisement""",20250114220201,mistral,1.0
"""36620",36621,"0""",20250227180216,mistral,1.0
"""36627","4""","""Spam Messages""",20250114220201,mistral,1.0
"""36634""","""1""","""Airdrop Promotion""",20230115005739,mistral,1.0
"""36636""","""1""","""Airdrop Participation""",20230115011523,mistral,1.0
"""36637""","""2""","""Giveaway Participation""",20230115014836,mistral,1.0
"""36638""","""3""","""Business Inquiry""",20230115043148,mistral,1.0
"""36639""","""3""","""Response to Business Inquiry""",20230115043230,mistral,1.0
"""36640""","""3""","""Expectation for Good News""",20250115043604,mistral,1.0
"""36641""","""4""","""Promotion of Smart Bot""",20250115060900,mistral,1.0
"""36642""","""4""","""Reply to Promotion Message""",20250115060900,mistral,1.0
"""36644""","""1""","""Defending price strategy discussion""",20250115072601,mistral,1.0
"""36646""","""1""","""Volume and price correlation observation""",20250115074713,mistral,1.0
"""36647""","""1""","""Opening question""",20250115081634,mistral,1.0
"""36648""","""1""","""Continuation of previous question""",20250115081658,mistral,1.0
"""36652""","""2""","""Request for collaboration on a topic""",20250115113850,mistral,1.0
"""36653""","""2""","""Positive response to collaboration request""",20250115114231,mistral,1.0
"""36654""","""2""","""Acknowledgement of positive response""",20250115114319,mistral,1.0
"""36655""","""3""","""Expressing concern about the topic""",20250115123855,mistral,1.0
"""36656""","""3""","""Follow-up on unanswered question""",20250115131546,mistral,1.0
"""36657""","""3""","""Answer to the follow-up question""",20250115133251,mistral,1.0
"""36658""","""1""","""Old holders skepticism boost""",20250115133905,mistral,1.0
"""36659""","""1""","""Response to previous message about old holders""",20250115134140,mistral,1.0
"""36660""","""2""","""Reminiscing about past events and Protocol920""",20250115134343,mistral,1.0
"""36661""","""2""","""Continuation of past event discussion""",20250115134354,mistral,1.0
"""36662""","""2""","""Recognizing Protocol920 as an OG""",20250115134428,mistral,1.0
"""36663""","""3""","""Referencing initial conversation starter Fahmihaqeem""",20250115135737,mistral,1.0
"""36664""","""3""","""Affirmation of previous message about Fahmihaqeem""",20250115135911,mistral,1.0
