message_id,conversation_id,topic,timestamp,labeler_id,confidence
36578,0,Bot Promotion,20250114051733,mistral,1.0
36580,1,Giveaway Announcement,20250227195609,mistral,1.0
36582,1,Community Sentiment,20250227195609,mistral,1.0
36583,1,Community Sentiment,20250227195609,mistral,1.0
36587,1,Community Discussion,20250227195609,mistral,1.0
36588,1,Community Discussion,20250227195609,mistral,1.0
36589,1,Community Discussion,20250227195609,mistral,1.0
36590,0,Bot Response,20250227195609,mistral,1.0
36592,2,Market Discussion,20250227195609,mistral,1.0
36597,3,Service Offer,20250227195609,mistral,1.0
36615,1,"""Gas Fee Reimbursement""",20250114183454,mistral,1.0
36616,1,"""Gas Fee Solutions""",20250114184909,mistral,1.0
36617,1,"""Community Sentiment""",20250114184913,mistral,1.0
36618,1,"""Gas Fee Reimbursement""",20250114184915,mistral,1.0
36619,1,"""Community Sentiment""",20250114184917,mistral,1.0
36620,2,"""Network Updates""",20250114185127,mistral,1.0
36621,2,"""Community Sentiment""",20250114185127,mistral,1.0
36623,3,"""Coin Promotion""",20250114185657,mistral,1.0
36626,4,"""Community Role""",20250114212347,mistral,1.0
36627,3,"""Coin Promotion""",20250114220201,mistral,1.0
36644,1,"""Price Analysis""",20250115072601,mistral,1.0
36646,1,"""Volume Trends""",20250115074713,mistral,1.0
36647,1,"""Community Sentiment""",20250115081634,mistral,1.0
36648,1,"""Coin Promotion""",20250115081658,mistral,1.0
36652,1,"""Price Analysis""",20250115113850,mistral,1.0
36653,1,"""Community Recognition""",20250115114231,mistral,1.0
36654,1,"""Community Sentiment""",20250115114319,mistral,1.0
36655,0,"""Giveaway Announcement""",20250115123855,mistral,1.0
36656,1,"""Price Analysis""",20250115131546,mistral,1.0
36657,1,"""Community Sentiment""",20250115133251,mistral,1.0
36658,1,"""Community Confidence Building""",20250115133905,mistral,1.0
36659,1,"""Affirmation""",20250115134140,mistral,1.0
36660,1,"""OG Member Recognition""",20250115134343,mistral,1.0
36661,1,"""Reflections on Past Experiences""",20250115134354,mistral,1.0
36662,1,"""OG Member Recognition""",20250115134428,mistral,1.0
36663,1,"""Community Sentiment""",20250115135737,mistral,1.0
36664,1,"""Affirmation""",20250115135911,mistral,1.0
