message_id,conversation_id,topic,timestamp,labeler_id,confidence
36570,"""1""","""Raffle Promotion""",20250114000000,mistral,1.0
36571,"""1""","""Raffle Promotion""",20250114000824,mistral,1.0
36572,"""1""","""Raffle Promotion""",20250114001752,mistral,1.0
36573,"""1""","""Raffle Promotion""",20250114003835,mistral,1.0
36574,"""2""","""Wheel of Fortune Game""",20250114013026,mistral,1.0
36575,"""2""","""Wheel of Fortune Game""",20250114022238,mistral,1.0
36576,"""2""","""Wheel of Fortune Game""",20250114023026,mistral,1.0
36577,"""3""","""Raffle Promotion""",20250114023054,mistral,1.0
36578,"""3""","""Raffle Promotion""",20250114023745,mistral,1.0
36579,"""4""","""Crypto Investment""",20250114024509,mistral,1.0
36580,"""4""","""Crypto Investment""",20250114025211,mistral,1.0
36581,"""4""","""Crypto Investment""",20250114030230,mistral,1.0
36582,"""5""","""Raffle Promotion""",20250114031005,mistral,1.0
36583,"""5""","""Raffle Promotion""",20250114032321,mistral,1.0
36584,"""6""","""New Token Release""",20250114032945,mistral,1.0
36585,"""6""","""New Token Release""",20250114033753,mistral,1.0
36586,"""6""","""New Token Release""",20250114034244,mistral,1.0
36587,"""7""","""Raffle Promotion""",20250114034907,mistral,1.0
36588,"""7""","""Raffle Promotion""",20250114035856,mistral,1.0
36589,"""8""","""Crypto Investment""",20250114040505,mistral,1.0
36590,"""8""","""Crypto Investment""",20250114041217,mistral,1.0
36591,"""8""","""Crypto Investment""",20250114042003,mistral,1.0
36592,"""9""","""New Token Release""",20250114042749,mistral,1.0
36593,"""9""","""New Token Release""",20250114043608,mistral,1.0
36594,"""9""","""New Token Release""",20250114044149,mistral,1.0
36595,"""10""","""Raffle Promotion""",20250114044834,mistral,1.0
36596,"""10""","""Raffle Promotion""",20250114045728,mistral,1.0
36597,"""11""","""Wheel of Fortune Game""",20250114050512,mistral,1.0
36598,"""11""","""Wheel of Fortune Game""",20250114051706,mistral,1.0
